Start (s),End (s),Scientific name,Common name,Confidence,File
876.0,879.0,Phylloscopus trochiloides,Greenish Warbler,0.8187,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
879.0,882.0,Phylloscopus trochiloides,Greenish Warbler,0.9006,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
882.0,885.0,Phylloscopus trochiloides,Greenish Warbler,0.8847,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
885.0,888.0,Phylloscopus trochiloides,Greenish Warbler,0.9156,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
888.0,891.0,Phylloscopus trochiloides,Greenish Warbler,0.8737,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
891.0,894.0,Phylloscopus trochiloides,Greenish Warbler,0.8872,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
894.0,897.0,Phylloscopus trochiloides,Greenish Warbler,0.9619,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
897.0,900.0,Phylloscopus trochiloides,Greenish Warbler,0.8089,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
0,3.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9648,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
3.0,6.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9971,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
6.0,9.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9973,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
9.0,12.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9801,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
12.0,15.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8863,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
15.0,18.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9384,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
21.0,24.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9130,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
24.0,27.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9169,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
30.0,33.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9631,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
33.0,36.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7306,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
39.0,42.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7687,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
42.0,45.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8320,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
48.0,51.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5020,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
54.0,57.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6244,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
57.0,60.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7403,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
63.0,66.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8372,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
69.0,72.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9008,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
78.0,81.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8116,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
81.0,84.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9804,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
87.0,90.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7690,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
90.0,93.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8480,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
93.0,96.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7392,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
96.0,99.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9877,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
99.0,102.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8905,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
102.0,105.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9719,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
105.0,108.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8676,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
111.0,114.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9490,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
126.0,129.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7632,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
135.0,138.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8772,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
141.0,144.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9123,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
153.0,156.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8424,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
156.0,159.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7591,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
162.0,165.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7565,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
165.0,168.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8034,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
180.0,183.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9312,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
186.0,189.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5526,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
192.0,195.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7924,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
198.0,201.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9937,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
201.0,204.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8357,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
204.0,207.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5960,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
213.0,216.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8049,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
219.0,222.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7395,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
222.0,225.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6043,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_070000.WAV
